0,12.5529
1,10.6941
2,8.51838
3,6.64489
4,5.71519
5,4.92389
6,4.77821
7,4.42904
8,3.93899
9,3.74678
10,3.72565
11,3.04207
12,2.65535
13,2.65535
14,1.97479
15,1.56291
16,1.4889
17,1.46039
18,1.07529
19,1.03153
20,1.03153
21,1.03153
22,1.03153
23,1.03153
24,1.02941
25,1.01671
26,1.01671
27,1.01671
28,0.909299
29,0.909299
30,0.88715
31,0.870286
32,0.837225
33,0.837225
34,0.837225
35,0.837225
36,0.753403
37,0.684729
38,0.684729
39,0.684729
40,0.684729
41,0.684265
42,0.684265
43,0.684265
44,0.591743
45,0.591743
46,0.591743
47,0.591743
48,0.591743
49,0.591743
50,0.591743
51,0.591537
52,0.591537
53,0.591537
54,0.552971
55,0.540473
56,0.540473
57,0.540473
58,0.540473
59,0.471107
60,0.471107
61,0.471107
62,0.471107
63,0.470839
64,0.470839
65,0.470839
66,0.452545
67,0.452545
68,0.452545
69,0.452545
70,0.452545
71,0.452545
72,0.452545
73,0.452545
74,0.452545
75,0.452545
76,0.452545
77,0.427536
78,0.427536
79,0.427536
80,0.427536
81,0.427536
82,0.427536
83,0.427536
84,0.427536
85,0.427536
86,0.427536
87,0.427536
88,0.427536
89,0.427536
90,0.427536
91,0.412491
92,0.412491
93,0.412491
94,0.412491
95,0.412491
96,0.412491
97,0.412491
98,0.412491
99,0.412491
100,0.412491
