0,7.82314
1,5.05913
2,4.1606
3,3.14982
4,2.49227
5,1.613
6,1.41558
7,1.16273
8,1.16273
9,0.920953
10,0.807935
11,0.775397
12,0.775397
13,0.775397
14,0.741303
15,0.708443
16,0.650958
17,0.610412
18,0.531224
19,0.52995
20,0.512886
21,0.512886
22,0.512886
23,0.505638
24,0.505638
25,0.505638
26,0.505638
27,0.505638
28,0.505638
29,0.505638
30,0.505638
31,0.505638
32,0.505638
33,0.505638
34,0.505638
35,0.505638
36,0.463792
37,0.463792
38,0.439971
39,0.439971
40,0.401342
41,0.401342
42,0.401342
43,0.401342
44,0.401342
45,0.401342
46,0.401342
47,0.401342
48,0.401342
49,0.401342
50,0.401342
51,0.401342
52,0.401342
53,0.401342
54,0.401342
55,0.401342
56,0.401342
57,0.401342
58,0.401342
59,0.401342
60,0.401342
61,0.401342
62,0.401342
63,0.401342
64,0.401342
65,0.401342
66,0.401342
67,0.401342
68,0.401342
69,0.401342
70,0.401342
71,0.401342
72,0.401342
73,0.401342
74,0.401342
75,0.401342
76,0.401342
77,0.401342
78,0.401342
79,0.401342
80,0.401342
81,0.401342
82,0.401342
83,0.401342
84,0.401342
85,0.401342
86,0.401342
87,0.401342
88,0.401342
89,0.401342
90,0.401342
91,0.401342
92,0.401342
93,0.401342
94,0.401342
95,0.401342
96,0.401342
97,0.401342
98,0.401342
99,0.401342
100,0.401342
