0,15.7914
1,11.8137
2,9.63314
3,8.34174
4,7.68593
5,6.8962
6,5.59844
7,5.21382
8,5.17567
9,4.69642
10,4.67755
11,4.53339
12,4.41385
13,4.40831
14,4.03334
15,3.9787
16,3.65498
17,3.61327
18,3.38801
19,3.32481
20,3.32481
21,3.32135
22,3.24854
23,3.24854
24,3.22678
25,3.22678
26,3.22678
27,3.13362
28,3.13362
29,3.13362
30,3.13362
31,3.13362
32,3.13362
33,3.13362
34,3.13362
35,3.13362
36,3.13362
37,2.88435
38,2.78705
39,2.78705
40,2.71158
41,2.71158
42,2.71158
43,2.6277
44,2.42334
45,2.42334
46,2.42334
47,2.29973
48,2.29973
49,2.29973
50,2.29973
51,2.29973
52,2.29973
53,2.29973
54,2.29973
55,2.29973
56,2.20908
57,2.20908
58,2.20908
59,2.20908
60,2.20908
61,2.20908
62,2.17308
63,2.17308
64,2.16035
65,2.16035
66,2.13128
67,2.01938
68,2.01938
69,2.01938
70,1.95028
71,1.95028
72,1.95028
73,1.8961
74,1.82202
75,1.82202
76,1.82202
77,1.73933
78,1.73933
79,1.73933
80,1.72617
81,1.72617
82,1.72617
83,1.72617
84,1.72617
85,1.72617
86,1.72617
87,1.72617
88,1.72617
89,1.72617
90,1.72617
91,1.72617
92,1.72617
93,1.72617
94,1.72617
95,1.72617
96,1.72617
97,1.72617
98,1.72617
99,1.69737
100,1.69737
