0,20.1045
1,15.932
2,14.843
3,12.5917
4,11.0643
5,9.98388
6,9.28512
7,8.52097
8,8.42105
9,8.33216
10,8.13692
11,7.305
12,7.03941
13,6.64038
14,6.30813
15,6.13434
16,5.81607
17,5.31235
18,5.26463
19,5.14322
20,4.96482
21,4.70664
22,4.70664
23,4.685
24,4.63363
25,4.63363
26,4.60084
27,4.55169
28,4.55169
29,4.46293
30,4.2476
31,4.16806
32,4.07048
33,3.96514
34,3.96514
35,3.96514
36,3.76369
37,3.75754
38,3.74972
39,3.61594
40,3.61594
41,3.26702
42,3.26702
43,3.16673
44,3.16673
45,3.16673
46,3.16673
47,3.16673
48,3.16673
49,3.12408
50,3.12408
51,3.09278
52,2.94531
53,2.73738
54,2.61464
55,2.61464
56,2.53631
57,2.53631
58,2.53631
59,2.53631
60,2.53251
61,2.53251
62,2.53251
63,2.53251
64,2.4341
65,2.41914
66,2.41914
67,2.37223
68,2.37223
69,2.36661
70,2.34487
71,2.28775
72,2.28775
73,2.28775
74,2.28775
75,2.28775
76,2.28775
77,2.28775
78,2.17788
79,2.17788
80,2.17788
81,2.17788
82,2.17788
83,2.17431
84,2.17431
85,2.17431
86,2.11798
87,2.11798
88,2.11798
89,2.11798
90,1.96792
91,1.96792
92,1.96792
93,1.96792
94,1.96792
95,1.96792
96,1.93658
97,1.86235
98,1.85869
99,1.85869
100,1.85869
